"original_dir","old_name","new_name","file_size_bytes","duplicate"
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.03.45.wav","1004.00.03.45.wav",35644,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.03.95.wav","1004.00.03.95.wav",25006,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.04.25.wav","1004.00.04.25.wav",24150,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.04.95.wav","1004.00.04.95.wav",18486,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.05.45.wav","1004.00.05.45.wav",15228,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.05.60.wav","1004.00.05.60.wav",21918,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.06.60.wav","1004.00.06.60.wav",27580,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.07.35.wav","1004.00.07.35.wav",20118,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.00.14.75.wav","1004.00.14.75.wav",35214,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.01.18.00.wav","1004.01.18.00.wav",26380,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.17.40.wav","1004.02.17.40.wav",31698,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.17.85.wav","1004.02.17.85.wav",29038,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.24.60.wav","1004.02.24.60.wav",24322,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.47.05.wav","1004.02.47.05.wav",21060,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.47.30.wav","1004.02.47.30.wav",21232,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.51.65.wav","1004.02.51.65.wav",30154,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.59.65.wav","1004.02.59.65.wav",18230,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.02.59.85.wav","1004.02.59.85.wav",19088,NA
"/home/m/Dropbox/Projects/CPV_contact_call_dialects/CPV2018ContactCalls","1004.03.00.10.wav","1004.03.00.10.wav",21490,NA
