"sound.files","selec","channel","start","end","bottom.freq","top.freq","tailored"
"1004.00.03.45-2018.wav",1,1,0.0365373597638851,0.356716246728739,1.96140885606807,3.3269466672547,"y"
"1004.00.03.95-2018.wav",1,1,0.0523756626261944,0.203716577941347,1.52691955250869,5.62353298606857,"y"
"1004.00.04.25-2018.wav",1,1,0.0239332542281862,0.235085277867548,1.74416420428838,4.69248447844133,"y"
"1004.00.04.95-2018.wav",1,1,0.0563009138895454,0.103558099675701,2.27175835861048,6.67872129471279,"y"
"1004.00.05.45-2018.wav",1,1,0.0316050037757165,0.112473938444834,2.27175835861048,6.77182614547551,"y"
"1004.00.05.60-2018.wav",1,1,0.0253807524743136,0.226140746064439,1.03036034844082,6.9890707972552,"y"
"1004.00.06.60-2018.wav",1,1,0.0554705764760801,0.224261988100999,1.12346519920354,5.7166378368313,"y"
"1004.00.07.35-2018.wav",1,1,0.0236283872250547,0.206186928249595,1.18553509971203,6.15112714039068,"y"
"1004.00.14.75-2018.wav",1,1,0.0396302450705327,0.283490552133561,2.14761855759352,5.40628833428888,"y"
"1004.01.18.00-2018.wav",1,1,0.0768715736511259,0.181407739334606,1.49588460225444,4.94076408047526,"y"
"1004.02.17.40-2018.wav",1,1,0.0314533337472706,0.31640516179773,1.27553874728668,6.6079993435824,"y"
"1004.02.17.85-2018.wav",1,1,0.0529207487533836,0.270298426594878,1.13381221981039,5.49190293970655,"y"
"1004.02.24.60-2018.wav",1,1,0.0487993738987632,0.240753832562798,0.921222428595938,5.47418712377201,"y"
"1004.02.47.05-2018.wav",1,1,0.0375268515403429,0.182330344326113,1.31097037915576,5.68677691498646,"y"
"1004.02.47.30-2018.wav",1,1,0.0369949653823841,0.203679266621429,2.44478259896614,6.16510394521897,"y"
"1004.02.51.65-2018.wav",1,1,0.0676757179541277,0.267984396888121,2.14361372807901,5.9879457858736,"y"
"1004.02.59.65-2018.wav",1,1,0.0231116921016334,0.181782532142968,1.27553874728668,5.01357590947405,"y"
"1004.02.59.85-2018.wav",1,1,0.0169122983085383,0.176533425328779,1.75386577751919,5.35017641223025,"y"
"1004.03.00.10-2018.wav",1,1,0.0354639022415337,0.19710094071468,1.16924385167946,5.35017641223025,"y"
"1004.03.06.05-2018.wav",1,1,0.0603237675809823,0.244833084020607,1.186959667614,4.83641775012867,"y"
"1004.03.06.95-2018.wav",1,1,0.0334217934170036,0.167780761927571,1.16924385167946,4.53524887924154,"y"
"1004.03.08.85-2018.wav",1,1,0.0278178050891898,0.211180082352397,1.31097037915576,5.10215498914673,"y"
"1004.03.09.15-2018.wav",1,1,0.0469652548237947,0.180358651299457,1.34640201102483,5.22616570068849,"y"
"1004.03.09.35-2018.wav",1,1,0.0596858775797426,0.237006201878473,1.50584435443567,5.79307181059369,"y"
